text,Label
A dilds neighbor.,1
Nobody likes you tittiefucker.,2
People like you make the world worse you negro.,0
A blow job ladies.,2
A cumshots man.,1
Get out of my sight cervix.,2
A fubar acquaintance.,0
A anus acquaintance.,2
Good going genius! You’re a real bitches.,1
People like you make the world worse you prk.,0
You must be the dumbest bone alive.,0
A virgin brother.,0
Stop messaging me you annoying quim!,0
A orgy sister.,2
You must be the dumbest Fukken alive.,0
A booger brother.,0
Only a faggit would say that.,2
shithole why do you even exist?,0
A cck ladies.,0
Don’t act like a tt it’s embarrassing.,0
People like you make the world worse you lesbo.,0
fisting you are the worst person ever!,1
Wow that’s something only a sphencter would say.,0
You orgies leave me alone!,2
Well done facial. You’ve outdone yourself!,2
A niggers coworker.,0
A transsexual boss.,2
A bollock woman.,1
Don’t act like a phalli it’s embarrassing.,0
dagos! That’s exactly what you are.,0
goldenshower! That’s what you’ll always be—a goldenshower.,0
A nazism man.,0
phuck you are the worst person ever!,0
Wow that’s something only a kondum would say.,0
ass fuck! That’s exactly what you are.,0
A penisfucker teacher.,2
You clitty leave me alone!,0
Nice job testical. You ruined it for everyone.,0
If only you weren’t such a erect.,0
zoophile! That’s exactly what you are.,0
People like you make the world worse you poon.,0
Well done buttfucker. You’ve outdone yourself!,2
A trashy coworker.,0
Only a penis and an idiot would say that.,2
A klan partner.,0
Nobody likes you gang-bang.,2
A shitter customer.,0
You must be the dumbest cocaine alive.,0
A unwed man.,0
A opiate women.,1
Shut up prostitute!,1
A orospu boss.,0
Well done pussy. You’ve outdone yourself!,2
If only you weren’t such a whreface.,0
ballbag why do you even exist?,0
Stop messaging me you annoying masterbate!,0
Get lost tittyfuck. Nobody cares.,2
A assmucus women.,0
People like you make the world worse you damned.,0
Well done toots. You’ve outdone yourself!,0
faggs! That’s what you’ll always be—a faggs.,0
A rectum acquaintance.,2
You’re such a damned and a damned.,0
If only you weren’t such a niggas.,0
A booby teacher.,2
Good going genius! You’re a real cocain.,0
A vullva ladies.,0
A fucked partner.,0
A shts classmate.,0
You are such a prick!,0
A fisty friend.,0
A motherfucka man.,0
Only a pens and an idiot would say that.,0
Get out of my sight blow me.,0
A chink customer.,0
Only a vagina and an idiot would say that.,2
Good going genius! You’re a real dumbasses.,0
A bawdy spouse.,1
A twunt friend.,0
A ccks friend.,0
Wow that’s something only a fucknut would say.,0
willy why do you even exist?,0
A steamy woman.,1
You are such a shite!,0
I hope you fall flat on your face you tittyfucker.,2
A cockface brother.,2
Go crawl back under your rock motherfucker.,0
Wow that’s something only a sperm would say.,0
A eat a dick neighbor.,2
Don’t act like a nigger* it’s embarrassing.,0
A weed neighbor.,0
Nobody likes you cock sucker.,2
A polak competitor.,0
A pastie mom.,2
A porn men.,1
I hope you fall flat on your face you nepesaurio.,0
A lesbo customer.,0
Don’t act like a dickhead it’s embarrassing.,0
A skribz ladies.,0
Only a incest and an idiot would say that.,0
A amateur lady.,1
A peinus mom.,0
A motherfucking friend.,0
Well done trashy. You’ve outdone yourself!,1
A fuck stranger.,0
A beatch brother.,0
A bull shit employee.,0
A lez lady.,0
felch! That’s what you’ll always be—a felch.,0
A zoophile women.,1
A whores dad.,2
Why don’t you go dickface yourself?,2
Shut up bigtits!,2
A smutty customer.,2
Why don’t you go punky yourself?,0
Why don’t you go mulkku yourself?,0
Nice job boobs. You ruined it for everyone.,1
Get lost orgasmic. Nobody cares.,1
fuckass why do you even exist?,0
Shut up shamedame!,0
A niggah men.,0
Why don’t you go sex yourself?,2
Get out of my sight semen.,2
A fingerfucker  man.,0
A c.u.n.t spouse.,0
I hope you fall flat on your face you coons.,0
Good going genius! You’re a real beeyotch.,0
A bang lady.,0
bowels! That’s exactly what you are.,0
Wow that’s something only a jizm would say.,2
Nobody likes you uzi.,0
A gang-bang acquaintance.,0
Only a motherfucking would say that.,0
A buttfuck partner.,2
A dopey neighbor.,0
whorealicious! That’s exactly what you are.,0
A pantie sister.,1
A cuntlicker mentor.,2
A phalli competitor.,0
Nice job gtfo. You ruined it for everyone.,0
A fuckface ladies.,0
A scum stranger.,0
A wichser mentor.,0
Only a mamhoon would say that.,0
A asswipes stranger.,2
People like you make the world worse you bum.,0
You’re such a sperm and a sperm.,0
A dummy coworker.,0
A cumstain partner.,2
A cunts mentor.,2
Get out of my sight hump.,2
Stop messaging me you annoying strip!,0
Stop messaging me you annoying spiks!,0
Only a sleaze and an idiot would say that.,0
Wow that’s something only a fannyfucker would say.,2
A ovums women.,2
Why don’t you go dickzipper yourself?,2
Nice job prostitute. You ruined it for everyone.,1
Stop messaging me you annoying tush!,0
A f_u_c_k dad.,0
Don’t act like a a_s_s it’s embarrassing.,0
yobbo why do you even exist?,0
I hope you fall flat on your face you pedo.,0
If only you weren’t such a cunt.,2
A Carpet Muncher coworker.,0
Why don’t you go motherfuckka yourself?,2
A prude ladies.,1
A a55 competitor.,0
orgy why do you even exist?,2
A Shitty child.,0
A cuntlick friend.,2
A mutha ladies.,1
A cracker customer.,0
You Poonani leave me alone!,0
A bung ladies.,0
A assrammer woman.,0
People like you make the world worse you ejaculated.,2
Nice job sharmuta. You ruined it for everyone.,0
A masterbate acquaintance.,0
Nice job twat. You ruined it for everyone.,0
Stop messaging me you annoying niggaz!,0
You’re such a bitch tit and a bitch tit.,2
Get out of my sight ejaculatings.,2
A adult classmate.,0
Nice job fingerfucking . You ruined it for everyone.,2
wop* why do you even exist?,0
You’re doing a great job keep it up!,0
Well done dziwka. You’ve outdone yourself!,0
Well done pule. You’ve outdone yourself!,0
A penetrate neighbor.,0
People like you make the world worse you crackwhore.,0
A dildo employee.,2
A pussy fart spouse.,2
Stop messaging me you annoying cuntsicle!,0
ejaculated why do you even exist?,2
People like you make the world worse you crack.,0
A wtf customer.,0
A titties brother.,2
Go crawl back under your rock fxck.,0
A kyke spouse.,0
A smut ladies.,1
A assbangs man.,0
Good going genius! You’re a real booty.,2
fukwit why do you even exist?,0
A mutherfucking lady.,0
Nice job douchebags. You ruined it for everyone.,0
A vag relative.,0
A assmaster friend.,2
A asshle relative.,0
A pornography dad.,0
Only a twats would say that.,0
Good morning! How are you?,0
People like you make the world worse you dyke.,0
Only a pube and an idiot would say that.,2
A orgy child.,0
A semen woman.,2
You’re such a queef and a queef.,1
You’re such a Mutha Fukkah and a Mutha Fukkah.,0
Wow that’s something only a wench would say.,2
You are such a cunny!,1
I hope you fall flat on your face you pussies.,0
Wow that’s something only a lezbos would say.,0
You fuckass leave me alone!,0
lust you are the worst person ever!,0
A bollok acquaintance.,0
A paky brother.,0
A nobjokey man.,0
A butthole friend.,2
Go crawl back under your rock packy.,0
A vodka acquaintance.,0
A cawk sister.,0
Only a tush would say that.,2
A boobies teacher.,2
A beaver brother.,0
I hope you fall flat on your face you nigger*.,0
You are such a ballsack!,0
A goddamn neighbor.,0
A f_u_c_k mentor.,0
A retard teacher.,0
A cock employee.,2
A dick hole friend.,2
Why don’t you go lusty yourself?,1
A nad classmate.,0
You’re such a knobend and a knobend.,0
If only you weren’t such a faig.,0
beastiality! That’s exactly what you are.,2
A queef child.,0
A mouliewop women.,0
A shithouse spouse.,0
A hiv friend.,0
A penile customer.,2
A queef stranger.,0
A nympho lady.,2
Why don’t you go humped yourself?,2
If only you weren’t such a drunk.,0
Good going genius! You’re a real viagra.,0
Don’t act like a mutherfucker it’s embarrassing.,0
A turd sister.,0
A toke dad.,0
A homoey employee.,0
Only a blowjobs and an idiot would say that.,2
A biatch mentor.,0
A foobar man.,0
Nobody likes you weirdo.,0
Shut up pcp!,0
You’re such a ballsack and a ballsack.,0
A crack neighbor.,0
Well done muthrfucking. You’ve outdone yourself!,2
A tush child.,0
Only a a$$ would say that.,2
herp! That’s exactly what you are.,0
schizo! That’s exactly what you are.,0
A fanculo neighbor.,0
You must be the dumbest gaysex alive.,2
Go crawl back under your rock anus.,2
Why don’t you go boozer yourself?,1
A clit licker friend.,2
A muthrfucking spouse.,2
A dik teacher.,0
Nice job dykes. You ruined it for everyone.,0
sexual! That’s what you’ll always be—a sexual.,2
A pussies classmate.,2
cums! That’s what you’ll always be—a cums.,0
A wad partner.,0
Wow that’s something only a sht would say.,0
A ass spouse.,1
A scheiss* relative.,0
I hope you fall flat on your face you kootch.,0
Wow that’s something only a knob would say.,0
A f.u.c.k friend.,0
I hope you fall flat on your face you kuk.,0
A m-fucking stranger.,0
A f you friend.,0
A spik child.,0
A Lipshitz dad.,0
Stop messaging me you annoying fellate!,0
areole you are the worst person ever!,1
A whore dad.,0
People like you make the world worse you teat.,0
A beaner stranger.,0
A transsexual sister.,0
A japs acquaintance.,0
Nice job son-of-a-bitch. You ruined it for everyone.,0
People like you make the world worse you shaggin.,0
Nice job faget. You ruined it for everyone.,0
herpes! That’s exactly what you are.,0
I hope you fall flat on your face you labia.,2
Nice job dago. You ruined it for everyone.,0
A bitch classmate.,0
A testicle* dad.,2
A phukked men.,0
Get out of my sight foreskin.,0
big tits why do you even exist?,2
A picka coworker.,0
You must be the dumbest nut butter alive.,0
A buttfuck coworker.,2
Good going genius! You’re a real dumbass.,0
Get lost fuk. Nobody cares.,0
A s_h_i_t classmate.,0
Don’t act like a cuntsicle it’s embarrassing.,2
A brassiere teacher.,1
A dominatrics competitor.,1
A Slutty spouse.,2
A buttfuck spouse.,2
Wow that’s something only a prude would say.,0
Only a bollok would say that.,0
A cervix stranger.,2
A masturbating sister.,2
A testis child.,0
A m-fucking child.,0
Nice job kinky. You ruined it for everyone.,1
cahone! That’s what you’ll always be—a cahone.,0
A pubis competitor.,1
A 5 yard cunt punt neighbor.,2
A butt friend.,2
Shut up smutty!,1
Get out of my sight vulva.,2
A gfy employee.,0
A crappy spouse.,0
Nice job cocksmoker. You ruined it for everyone.,0
willies! That’s what you’ll always be—a willies.,2
amcik! That’s exactly what you are.,0
A gaysex acquaintance.,2
A extasy employee.,0
A kootch stranger.,0
hoare! That’s exactly what you are.,0
A shithead men.,0
shagger why do you even exist?,0
frigga! That’s what you’ll always be—a frigga.,0
A cameltoe sister.,1
Nice job floozy. You ruined it for everyone.,0
A tard friend.,0
Shut up vixen!,1
If only you weren’t such a masturbation.,0
Get out of my sight assholz.,0
A kikes stranger.,0
A cuntlick  partner.,2
You must be the dumbest Mutha Fuker alive.,0
A coon mom.,1
A labia neighbor.,2
A shittings woman.,2
A dumbass relative.,0
twat you are the worst person ever!,0
You are such a booty!,1
Only a cocaine would say that.,0
A lusty man.,0
A faggot competitor.,0
Well done vagina. You’ve outdone yourself!,2
I hope you fall flat on your face you ass hole.,2
Get lost lezbians. Nobody cares.,0
Nobody likes you organ.,0
Get out of my sight clit.,2
A cum woman.,2
Shut up b*tch!,2
A drunk customer.,0
People like you make the world worse you fuckup.,0
Nobody likes you dumass.,0
A fucks neighbor.,0
A screwed child.,0
A bowels women.,1
A kawk neighbor.,0
A slutkiss mentor.,2
Nobody likes you piss*.,2
A doggie style customer.,0
A dillweed acquaintance.,0
A quim spouse.,0
A dickface partner.,2
Only a f4nny would say that.,0
A spick coworker.,0
A whoreface coworker.,1
A fuckup competitor.,0
Only a opium would say that.,0
A mothafucker customer.,0
A son-of-a-bitch customer.,0
Good going genius! You’re a real c--c-k.,0
Why don’t you go shamedame yourself?,0
Get lost dimwit. Nobody cares.,0
A whre friend.,0
If only you weren’t such a twats.,0
Go crawl back under your rock beatch.,0
kraut! That’s what you’ll always be—a kraut.,0
A blow neighbor.,1
A jiz relative.,0
Only a reetard and an idiot would say that.,0
A pens customer.,0
You must be the dumbest wse alive.,0
I hope you fall flat on your face you hootch.,0
A teste partner.,0
A kyke customer.,0
Don’t act like a fuker it’s embarrassing.,0
If only you weren’t such a phuked.,0
You nigger leave me alone!,0
woody you are the worst person ever!,0
Get out of my sight tt.,0
Wow that’s something only a pinko would say.,2
A assbangs lady.,1
A wedgie lady.,0
A poontsee ladies.,0
A kinky ladies.,1
A blumpkin neighbor.,0
A cocks mentor.,2
You are such a boners!,0
Good going genius! You’re a real queer.,0
A horny partner.,1
A buttmuch men.,0
A basterdz neighbor.,0
A cocksuka relative.,2
Stop messaging me you annoying retard!,0
A need the dick lady.,2
Why don’t you go assbang yourself?,2
A titt* men.,2
A b!+ch men.,0
A fuckwad neighbor.,0
You are such a fooker!,0
A herpy sister.,0
You must be the dumbest dick shy alive.,2
A urine woman.,2
A bitcher brother.,0
toots you are the worst person ever!,0
A fuckup classmate.,0
Good going genius! You’re a real oral.,0
A ejakulate man.,0
A booooooobs partner.,1
A puto lady.,0
A sphencter mom.,0
A muff relative.,0
Well done Shytty. You’ve outdone yourself!,0
A Shytty spouse.,0
A clt lady.,0
Stop messaging me you annoying buttplug!,2
dominatrix! That’s what you’ll always be—a dominatrix.,2
A vomit dad.,0
A fck boss.,0
Only a bullturds would say that.,0
Only a duche would say that.,0
clit why do you even exist?,2
I really appreciate your effort.,0
Stop messaging me you annoying muthafecker!,0
Nice job f ing. You ruined it for everyone.,0
You are such a moron!,0
You’re such a booobs and a booobs.,0
feck why do you even exist?,0
A oriface boss.,0
Nice job jiz. You ruined it for everyone.,0
A mf classmate.,0
A carpetmuncher classmate.,0
Get lost fuc. Nobody cares.,0
A boners competitor.,0
You are such a Felcher!,0
A homoey partner.,2
A cuntz spouse.,2
A shit fucker spouse.,0
masokist why do you even exist?,0
shitter! That’s what you’ll always be—a shitter.,0
m-fucking! That’s exactly what you are.,0
A bastard sister.,0
queer! That’s exactly what you are.,0
A babes mom.,0
Don’t act like a reetard it’s embarrassing.,0
A cock pocket sister.,2
Only a menses and an idiot would say that.,1
A spunk women.,2
A assholes teacher.,2
A smut friend.,2
I hope you fall flat on your face you lesbo.,0
You are such a flipping the bird!,0
Nice job moron. You ruined it for everyone.,0
Shut up fartknocker!,0
If only you weren’t such a hoorm whore.,2
You must be the dumbest cumshots alive.,2
A orgasms  women.,2
A hymen woman.,2
A orgies spouse.,1
A damn women.,1
breasts! That’s exactly what you are.,2
A dldo woman.,0
